,company_name,industry_group,company_code,CIN code,industry_type,Defaulter,PAT/CE,PAT/sales,PBIT/sales,Cash Profits/TA,CR,QR,CFO/Debt,cash/CL,NWC/sales,INTCOV,Debt/Equity,cash/COS,NWC_cycle,Debtor_days,Creditor_days,RM_cycle,WIP_cycle,FG_cycle,NWC/TA,RE/TA,PBIR/TA,sales/TA,MVE/BVD
103,B S R Infratech India Ltd.,Other construction & allied activities,399372,U45209AP2008PLC059914,1,0,0.059048676,0.037372635,0.062281561,0.078038775,1.48418566,1.418391006,0.194083354,0.003499716,0.180409416,3.55,2.070705556,0.001616096,975.6,159.32,,,36.57,,0.238218489,0.259730429,0.082238609,1.320432681,
104,Baazar Retail Ltd.,Retail trading,223659,U51311WB1998PLC087828,1,0,0.363422711,0.067553614,0.088264496,0.207367724,1.370611343,0.173950405,0.538866446,0.023938129,0.059948372,28.71,0.967432496,0.004274816,301.9,3.32,40.37,,,79.09,0.181725155,0.464575935,0.267561548,3.031360982,
105,Babaji Shivram Clearing & Carriers Pvt. Ltd.,Other miscellaneous services,28182,U60300MH1976PTC019297,1,0,0.144701499,0.464922049,0.683463252,,,,,0.042411642,1.533129176,616,,0.071030641,550.7,480.08,24796.2,,,,,,,,
106,Bajaj Auto Ltd.,Two & three wheelers,374518,L65993PN2007PLC130076,1,0,0.214163961,0.153668409,0.220368777,0.187915557,1.449143153,1.251856913,0.498085311,2.05184E-05,0.045794052,1389.96,0.2302746,3.83899E-06,13932.3,24.39,56.27,6.48,0.6,6.82,0.052173884,0.804780556,0.251069613,1.139315725,1.01
109,Bajajsons Ltd.,Other automobile ancillaries,28989,U34300PB1985PLC006127,1,0,0.034183082,0.006341359,0.009431427,0.062062138,1.239039039,0.668918919,0.141066198,0.008408408,0.040117154,2.05,1.856645638,0.00153018,149.3,40.82,72.51,42.61,13.32,8.7,0.113691745,0.290359427,0.026728602,2.833993299,
110,Balrampur Chini Mills Ltd.,Sugar,29728,L15421WB1975PLC030118,1,0,0.149613932,0.133535848,0.139646371,0.118656032,1.365358042,0.305252803,-0.21324851,0.000150995,0.192258134,13.26,1.183430163,8.54555E-05,8221.4,27.07,65.95,11.98,3.45,190,0.180792228,0.398904436,0.131318129,0.940361919,0.64
111,Bangalore International Airport Ltd.,Air transport infrastructure services,377406,U45203KA2001PLC028418,1,0,0.13657273,0.463138957,0.461812537,0.137017093,1.584233481,1.554047928,0.349971618,1.56321E-05,0.332529015,5.58,0.784528145,1.44569E-05,4713.1,22.68,662.16,655.29,,,0.087123292,0.482168109,0.120995843,0.262002074,
117,Bayer Bioscience Pvt. Ltd.,Other agricultural products,182453,U74899MH1977PTC179722,1,0,0.036794439,0.042491606,0.065609201,,1.918896679,0.59346302,,,0.528790861,3.05,,,2740.3,20.52,136.09,98.78,263.52,17.82,,,,,
118,Bayer Vapi Pvt. Ltd.,Pesticides,484648,U99999GJ1990PTC049322,1,0,0.059119497,0.099438243,0.149850441,,1.435191558,0.907547603,,,0.138250529,14.38,,,1895,64.41,84.03,65.89,12.05,31.27,,,,,
119,Beardsell Ltd.,"Generators, transformers & switchgears",31490,L65991TN1936PLC001428,1,0,-0.008915694,-0.003980565,0.001931745,0.029637378,1.289978322,1.123061531,0.089456011,0.002668001,0.097465316,0.91,1.848770797,0.000974837,166.5,100.02,73.87,17.42,1.27,11.08,0.145135983,0.254009763,0.002876569,1.489103905,0.5
120,Beekaylon Synthetics Pvt. Ltd.,Textile processing,31726,U17110DN1979PTC005551,1,0,0.066355024,0.023591358,0.03787266,0.125033016,1.394732095,1.11284503,0.274448969,9.02039E-05,0.039034578,4.7,1.04413849,1.5078E-05,265.4,25.72,19.31,10,0.17,8.29,0.087625462,0.443409931,0.085017169,2.244816429,
122,Bengal Beverages Pvt. Ltd.,Processed foods,285075,U15549WB1995PTC074468,1,0,0.106411627,0.067206923,0.10067282,,1.500785189,1.09802463,,0.055955038,0.151546985,75.54,,0.018856888,605.9,25.9,23.74,32.17,,12.77,,,,,
123,Bengal Energy Ltd.,Wholesale trading,386424,U10100WB2007PLC115887,1,0,0.021177623,0.004619598,0.012573242,0.03056359,0.881120646,0.470782433,,6.05755E-05,-0.053535461,1.92,2.613009479,2.38984E-05,-1403.4,42.34,121.76,142.6,1.06,23.06,-0.09204494,0.133987893,0.021617509,1.719326552,
124,"Bennett, Coleman & Co. Ltd.",Media-print,32310,U22120MH1913PLC000391,1,0,0.049185069,0.097669121,0.175843995,,1.187726181,1.103259386,,0.032643303,0.150821793,90.05,,0.031483823,9374.6,82.95,152.9,96.55,0.3,11.67,,,,,
125,Berger Paints India Ltd.,Paints & varnishes,32433,L51434WB1923PLC004793,1,0,0.169660972,0.079598589,0.12676705,,1.594842776,0.830747851,,0.009867612,0.13229687,35.75,,0.003093845,7296.9,39.22,92.86,41.33,7.19,60.52,,,,,1
126,Best Paper Mills Pvt. Ltd.,Paper & newsprint,32631,U21000MH1995PTC093122,1,0,0.08651567,0.028863262,0.040834706,0.112668669,1.374359522,1.043979505,,0.001707942,0.074794069,6.44,1.031283293,0.000368893,340.5,61.74,32.79,8.07,0.66,27.31,0.162351595,0.390597435,0.088637772,2.170647976,
127,Bhanuenergy Industrial Devp. Ltd.,Infrastructural construction,421899,U70102GJ2007PLC107793,1,0,,,,,,,,,,,,,0.6,,,,,,,,,,
128,Bhanuenergy Infrastructure & Power Ltd.,Industrial construction,422008,U40101GJ2008PLC108102,1,0,,,,,,,,,,,,,0.3,,,,,,,,,,
129,Bharat Aluminium Co. Ltd.,Aluminium & aluminium products,33646,U74899DL1965PLC004518,1,0,0.056648834,0.056445401,0.023688985,0.030780728,0.463072758,0.22867448,0.182961089,6.22152E-05,-0.256047088,0.79,2.307372075,3.84335E-05,-25996,21.86,44.63,68.76,13.3,1.33,-0.193503533,0.285932808,0.017902575,0.755734169,
130,Bharat Dynamics Ltd.,Communication equipment,33721,L24292TG1970GOI001353,1,0,0.184353569,0.14178446,0.227008129,0.092082505,1.467455402,0.88933492,0.027907816,1.00861E-05,0.454251118,224.23,1.319217121,1.10842E-05,13539,83.13,182.76,238.27,67.51,32.82,0.257333795,0.396344222,0.128600373,0.56650118,1.06
131,Bharat Heavy Electricals Ltd.,Boilers & turbines,33769,L74899DL1964GOI004281,1,0,0.035730539,0.03557096,0.17500799,0.044839524,1.527562363,1.228335993,-0.133536154,0.002400659,0.465922248,,0.925693936,0.002120408,159196.5,311.18,201.34,91.31,40.28,16.15,0.263280407,0.507776039,0.098892412,0.565073697,1.33
132,Bharat Oman Refineries Ltd.,Refinery,33859,U11101MP1994PLC008162,1,0,0.007404478,0.003377156,0.006404919,0.059384957,1.187767305,0.391399501,0.036632397,9.27338E-06,0.056216629,1.68,4.181525398,1.6452E-06,17763.1,18.22,34.48,42.48,9.88,17.2,0.100097826,-0.020565499,0.011404427,1.780573253,
133,Bharat Petroleum Corpn. Ltd.,Refinery,33873,L23220MH1952GOI008931,1,0,0.108353842,0.021126139,0.032144195,0.106149035,0.987384784,0.53770591,0.106861555,0.001209738,-0.00127417,9.57,1.948130113,0.000176816,-4301.5,6.57,21.96,15.34,2.93,20.28,-0.003973231,0.321172622,0.100234865,3.118288286,0.79
134,Bharat Serums & Vaccines Ltd.,Drugs & pharmaceuticals,33925,U24230MH1971PLC015134,1,0,0.143512578,0.104224318,0.14338962,0.173901937,1.736770954,1.112446891,0.295413232,0.000675937,0.176102671,8.61,0.606880805,0.000230434,1247.3,69.76,47.17,82.18,40.23,35.29,0.199144221,0.436974119,0.162150943,1.130841569,
135,Bharti Airtel Ltd.,Telecommunication services,34162,L74899DL1995PLC070609,1,0,-0.010041219,-0.036869053,-0.040289873,0.048653972,0.361262363,0.361246372,0.084473965,0.000123134,-0.911756168,,1.232043132,0.000148535,-452304,49.44,217.15,,,0.03,-0.206021439,0.3900963,-0.009103944,0.225961114,0.72
136,Bharti Hexacom Ltd.,Telecommunication services,92679,U74899DL1995PLC067527,1,0,-0.082902744,-0.199800753,-0.289406686,-0.003213362,0.213821815,,0.091146267,1.85031E-05,-1.270782599,,0.937044871,2.20061E-05,-45921,24.92,145.49,,,,-0.411032841,0.484564227,-0.093608185,0.323448591,
137,Bharti Infratel Ltd.,Telecommunication services,373095,L64201HR2006PLC073821,1,0,0.177166609,0.40737646,0.550273392,,2.383968333,,,,0.365304836,68.73,,,24920,26.33,157.16,,,,,,,,1
139,Bhartia Infra Projects Ltd.,Infrastructural construction,34175,U45203AS1999PLC005740,1,0,0.101987448,0.029897276,0.044769254,,,,,0.003859857,-0.000408852,3.49,,0.0007013,-0.8,39.23,64.66,,27.79,,,,,,
140,Bhopal Dhule Transmission Co. Ltd.,Electricity transmission,397242,L40102DL2009PLC194071,1,0,-0.000590413,-0.004919355,-0.005967742,0.034061432,0.735682819,,0.106124192,,-0.130564516,0.99,9.804380009,,-323.8,38.13,374.67,,,,-0.015299059,-0.007734577,-0.000699278,0.117176242,
141,Big Bags Intl. Pvt. Ltd.,Plastic packaging goods,313991,U24304KA2000PTC027403,1,0,0.052009602,0.026212117,0.039674908,0.085322425,1.13890762,0.753299297,,0.000770639,0.014610541,2.86,1.166614534,0.000257948,47.1,39.68,51.4,38,19.55,7.06,0.022666025,0.32454283,0.061549567,1.551347449,
142,Biocon Ltd.,Drugs & pharmaceuticals,36073,L24234KA1978PLC003417,1,0,0.068226823,0.170797657,0.191978369,0.069191919,2.450054885,1.649835346,0.109118087,,0.503691892,136.88,0.141049968,,14530,104.88,131.45,42.55,50.53,31.81,0.178984972,0.825006159,0.068218773,0.355346144,1.01
143,Birla Corporation Ltd.,Cement,36303,L01132WB1919PLC003334,1,0,0.027445395,0.031160173,0.041316968,0.042346684,1.614780423,1.088618126,0.162196246,0.01043987,0.110811074,1.82,0.856567099,0.002814795,4899.7,15.38,55.04,111.31,10.69,12.8,0.08335786,0.56615872,0.031080775,0.752252076,0.74
145,Birlasoft Ltd.,Computer software,122948,L72200PN1990PLC059594,1,0,0.137138603,0.167297079,0.222257707,,2.120257511,,,0.003283262,0.484445953,27.96,,0.001750913,4854.1,174.19,678.31,,0.01,0,,,,,1.03
146,Blend Colours Pvt. Ltd.,"Plastic furniture, floorings & miscellaneous items",438233,U25209TG2003PTC041900,1,0,0.080607685,0.0238221,0.038453412,0.103129355,1.265353175,1.011108782,0.072638819,0.002724796,0.050760617,2.02,3.085403727,0.000739813,96.1,75.61,38.94,28.95,,10.27,0.121753452,0.219434942,0.092233625,2.398581021,
147,Blue Circle Organics Pvt. Ltd.,Other chemical products,368690,U15100MH2003PTC139929,1,0,0.071618037,0.055509252,0.079735511,0.097619174,1.132458875,0.925276852,0.036228901,0.000107515,-0.069122632,5.19,3.401166861,6.21388E-05,-124.4,77.76,80.23,40.46,7.83,8.5,-0.065963201,0.202767909,0.076090991,0.95429238,
148,Blue Star Ltd.,Industrial cooling equipment,37079,L28920MH1949PLC006870,1,0,0.091887854,0.025518051,0.048132085,,1.065189059,0.703414243,,0.000198233,0.0266432,5.3,,0.000103718,1271.6,77.63,149.79,64.09,5.41,58.19,,,,,0.96
149,Bothra Shipping Services Pvt. Ltd.,Shipping transport services,473481,U61200WB2011PTC166481,1,0,0.017685903,0.014892897,0.025168029,0.137251107,1.079197238,,0.334170376,0.001078981,-0.047048015,1.34,1.746378738,0.000392095,-194.6,44.65,17.23,,,,-0.047081025,0.283937774,0.025185687,1.000701619,
150,Brahmaputra Cracker & Polymer Ltd.,Polymers,385645,U11101AS2007GOI008290,1,0,0.018618121,0.020804717,0.002867134,0.085516648,0.659112733,0.375755713,0.10287124,,1.129779806,1.03,7.11380393,,37670.7,17.13,54.68,53.12,4.41,15.68,0.81892114,-0.184939696,0.002078243,0.724850219,
151,Brakes India Pvt. Ltd.,Other automobile ancillaries,38309,U35999TN1962PTC004928,1,0,0.193811734,0.098882135,0.13418347,0.19484854,2.453053003,1.569835075,0.397393932,5.03588E-05,0.230004361,96.1,0.342118525,9.30668E-06,11022.2,56.71,57.45,32.41,11.65,21.99,0.353728005,0.737414193,0.206363266,1.537918684,
152,Britannia Industries Ltd.,Bakery products,38924,L15412WB1918PLC002964,1,0,0.277663686,0.107055125,0.166276014,0.216184525,1.936381372,1.483964758,0.700734933,0.015154185,0.131284194,13192.92,0.39343475,0.002686016,13761.8,10.35,48.24,24.13,0.07,12.61,0.244492966,0.698179512,0.309658874,1.862318364,1
153,Bunge India Pvt. Ltd.,Wholesale trading,361818,U74110MH1958PTC174267,1,0,0.023549121,0.007302139,0.016522151,0.054032273,1.340495367,0.481064551,0.040365928,,0.048006083,2.45,0.933231869,,2430.5,9.5,18.21,22.13,4.23,18.28,0.113221346,0.506437848,0.038967149,2.35847914,
154,C & S Electric Ltd.,Diversified machinery,50836,U31909DL1971PLC005672,1,0,0.049876266,0.033220111,0.050540464,0.061460392,1.432898425,1.031062144,0.106301945,0.001894269,0.187964995,2.44,1.212681665,0.000952853,2064.1,130.32,152.7,61.18,20.06,27.73,0.191487388,0.410870836,0.051487573,1.018739621,
155,C H W Forge Pvt. Ltd.,Castings & forgings,421776,U27310UP1970PTC057609,1,0,0.012955636,0.016033975,0.029944531,0.113148372,1.22596281,0.576011281,0.093291965,0.000793161,0.092823713,1.56,1.292271533,0.000425451,214.2,77.35,48.2,119.21,30.34,4.38,0.064595899,0.414716526,0.020838359,0.695898673,
156,C J Darcl Logistics Ltd.,Road transport services,57808,U60222HR1986PLC068818,1,0,0.01387334,0.004673159,0.009519587,0.04849546,1.392971333,1.390397225,0.039562,0.003712134,0.070082099,1.4,1.305139474,0.00071628,1375.2,59.43,15.66,30.07,,,0.178365759,0.256835279,0.024228275,2.545097276,
157,C M I Ltd.,Wires & cables,40497,L74899DL1967PLC018031,1,0,0.075431794,0.070452123,0.065451182,0.071501854,1.458463907,1.013882017,-0.007542742,0.000934631,0.259688343,2.4,1.332503749,0.000591171,1656.5,152.08,64.75,40.06,52.84,14.98,0.226598088,0.345293627,0.057111199,0.872577049,0.25
158,C M R Nikkei India Pvt. Ltd.,Aluminium & aluminium products,478452,U37100HR2012PTC046602,1,0,0.096792123,0.024097576,0.037105128,0.115611643,1.608143752,1.360534125,,0.000329707,0.064088878,6.11,0.821653689,4.14577E-05,324.2,28.62,12.12,10.16,,0.56,0.219960649,0.128841848,0.12734921,3.432118868,
159,C R I Pumps Pvt. Ltd.,General purpose machinery,40792,U29120TZ1996PTC006902,1,0,0.054320691,0.033209727,0.050631409,0.077461955,1.129188707,0.564826152,0.034803228,0.000190193,-0.009784857,2.82,2.083593663,9.74784E-05,-173.1,48.42,58.43,63.71,28.62,37.01,-0.01243731,0.315315639,0.064356436,1.271077325,
160,Cadila Healthcare Ltd.,Drugs & pharmaceuticals,41246,L24230GJ1995PLC025878,1,0,0.133446059,0.246845292,0.297659584,0.14119271,1.517898305,1.03979661,0.137733205,0.000101695,0.1778038,23.99,0.512639756,5.96362E-05,11540,94.26,103.76,146.03,20.98,37.6,0.085638803,0.657066314,0.143367074,0.481647768,0.9
163,Caparo Power Ltd.,Conventional electricity,407858,U40101DL2008PLC219872,1,0,0.14122062,0.175935039,0.174294619,0.148938773,0.824980725,0.814700591,0.457901038,,0.00164042,9.35,0.442092264,,2,33.43,449.35,2.11,,,0.001223316,0.454645544,0.129977369,0.745733684,
164,Capricorn Food Products India Ltd.,Other agricultural products,42286,U15499TN1998PLC041231,1,0,0.067059657,0.068384632,0.096926769,0.09228901,1.442005586,0.781724559,0.124412311,0.000392739,0.063957688,3.87,1.050292543,0.000242457,274.5,68.09,67.25,1.34,,169.7,0.055555556,0.336510828,0.084193483,0.868629832,
165,Carat Lane Trading Pvt. Ltd.,Gems & jewellery,411778,U52393TN2007PTC064830,1,0,-0.304568863,-0.110538675,-0.104715806,-0.140083018,1.267927937,0.441662067,-0.302069802,0.002559342,0.079555257,,5.008458035,0.001124116,332,10.32,68.35,38.21,0.61,90.88,0.119833965,-1.333874752,-0.157733261,1.506298502,
166,Carborundum Universal Ltd.,Other construction materials,42443,L29224TN1954PLC000318,1,0,0.13049593,0.09318544,0.140835746,0.157067958,3.632523805,2.151655456,0.530997775,0.000393116,0.329675262,264.54,0.180216376,5.77682E-05,5876,68.78,47.52,82.65,18.29,19.27,0.391454096,0.81954206,0.167227378,1.187392993,1
167,Cargill India Pvt. Ltd.,Vegetable oils & products,42575,U15440DL1996PTC118008,1,0,-0.144777922,-0.041053085,-0.036839779,0.039131873,1.106867118,0.675705668,0.056216124,3.6384E-06,0.035644707,0.16,3.401158526,1.4383E-06,2508.4,50.11,67.41,52.04,,33.23,0.061479639,-0.134392961,-0.063540888,1.724790137,
168,Case New Holland Construction Equipment (India) Pvt. Ltd.,Mining & construction equipment,125138,U29240DL1998PTC344616,1,0,0.205472216,0.072619065,0.110074822,,2.059659257,1.164041076,,2.91732E-05,0.249107663,18.67,,8.34885E-06,3336,54.01,99.08,41.41,2.27,55.68,,,,,
169,Cauvery Neeravari Nigama Ltd.,Irrigation,343590,U45205KA2003SGC032044,1,0,,,,,,,,0.001700932,,,,,271.5,,,,,,,,,,
170,Cavinkare Pvt. Ltd.,"Cosmetics, toiletries, soaps & detergents",43111,U24246TN1990PTC046613,1,0,0.027873499,0.013337943,0.026542906,0.104383838,0.765786634,0.42052065,0.120782352,0.001763576,-0.053744066,1.64,3.617752694,0.00047225,-808.3,19.12,75.46,11.4,12.41,19.76,-0.081646465,0.152888889,0.040323232,1.519171717,
171,Centaur Pharmaceuticals Pvt. Ltd.,Drugs & pharmaceuticals,43426,U24230MH1980PTC023291,1,0,0.216008209,0.108458566,0.177621297,,1.487355533,0.99868406,,0.000286074,0.08765994,17.27,,0.000105139,510.4,60.64,93.85,102.2,23.87,24.9,,,,,
172,Centrodorstroy (India) Pvt. Ltd.,Other construction & allied activities,393833,U45203DL2004PTC126630,1,0,0.083479413,0.040274385,0.06181169,0.079446482,1.824229925,1.758099927,-0.311678181,0.000399175,0.131272317,5.73,1.058504364,0.000122817,698.5,85.55,68.75,21.34,5.14,,0.20012033,0.277504011,0.094229888,1.52446711,
173,Century Metal Recycling Ltd.,Aluminium & aluminium products,372080,U74899DL1994PLC060453,1,0,0.137207611,0.039787519,0.057266717,0.141437109,1.624903516,0.990176128,0.128371126,0.000245597,0.069700317,6.91,0.845083199,4.1586E-05,1255.7,27.58,11.7,32.38,,3.56,0.192920463,0.385349291,0.158506046,2.76785632,
174,Century Textiles & Inds. Ltd.,Paper & newsprint,43750,L17120MH1897PLC000163,1,0,0.181328541,0.177902172,0.272225037,0.08041697,0.842929027,0.738496815,0.233060414,1.66399E-05,-0.071764786,7.63,1.872361059,3.14525E-05,-2747.4,30.87,87.92,100.35,30.08,18.44,-0.029730677,0.276014613,0.112777244,0.414279469,0.92
175,Centurywells Roofing India Pvt. Ltd.,Steel,329443,U28112TN2002PTC049959,1,0,0.114341085,0.016955647,0.0231344,,1.380158513,0.811697185,,0.001366494,0.065236134,2.53,,0.000248373,136.2,24.07,31.8,35.31,,4.59,,,,,
176,Cera Sanitaryware Ltd.,Wholesale trading,134290,L26910GJ1998PLC034400,1,0,0.160163156,0.072861187,0.114583003,,2.199424797,1.633165829,,0.000221232,0.235771328,56.61,,4.9699E-05,3722.9,65.69,43.21,85.37,8.36,56.82,,,,,1
177,Chaman Lal Setia Exports Ltd.,Other agricultural products,44185,L51909PB1994PLC015083,1,0,0.103710178,0.044702245,0.068904594,0.101702822,3.093597773,1.509742519,-0.17945838,0.004175365,0.301470588,9.1,0.710466817,0.00067598,2320.6,44.7,9.96,138.2,,72.92,0.6014566,0.531062903,0.13746987,1.995075551,0.68
178,Chambal Fertilisers & Chemicals Ltd.,Wholesale trading,44220,L24124RJ1985PLC003293,1,0,0.04627629,0.054008813,0.101544849,0.052675384,1.016366076,0.816471225,-0.108420286,4.53228E-06,0.022893921,3.11,3.289516027,3.2817E-06,2311.4,136.75,26.8,11.74,0.72,44.98,0.016641456,0.202698315,0.073812351,0.726894087,0.43
179,Chembond Chemicals Ltd.,Other chemical products,45635,L24100MH1975PLC018235,1,0,0.028012547,0.042489923,0.056432961,,4.318056322,3.853119823,,0.002208724,0.383995242,30.71,,0.000256904,581.1,94.02,91.35,35.67,,10.7,,,,,1.01
180,Cheviot Co. Ltd.,Other textiles,46309,L65993WB1897PLC001409,1,0,0.10875596,0.127276417,0.182569878,0.095405344,9.104772992,5.987194412,0.743638435,0.001552192,0.473241008,98.21,0.057172015,0.00011931,1865.8,32.45,7.49,72.47,12.1,19.25,0.383223448,0.932630887,0.14784234,0.809784953,1.04
181,Chola Textiles Pvt. Ltd.,Cotton & blended yarn,47302,U17111TZ1986PTC001762,1,0,0.04776699,0.025577043,0.03202329,,2.487586207,1.292413793,,0.019310345,0.208775213,7.2,,0.003009135,200.8,38.41,28.65,67.64,3.5,13.66,,,,,
187,Classic Network Pvt. Ltd.,Other construction & allied activities,421993,U45201GJ2002PTC040554,1,0,0.037797746,0.015802027,0.024090638,0.039832869,1.675184026,1.284541839,-0.028053026,0.008799391,0.00614192,2.38,2.2616596,0.003232424,20.6,32.87,13.63,,52.78,,0.009563603,0.283379759,0.037511606,1.557103064,
188,Clean Science & Technology Pvt. Ltd.,Organic chemicals,407582,U24114PN2003PTC018532,1,0,0.242154858,0.187758478,0.289909016,0.27192051,2.838314176,1.423754789,,,0.328784119,32.43,0.311188463,,477,52.93,73.96,140.15,50.63,20.55,0.361802184,0.705628034,0.319023058,1.100424757,
192,Coastal Gujarat Power Ltd.,Conventional electricity,370049,U40102MH2006PLC182213,1,0,-0.121786186,-0.234108637,-0.231206557,-0.071725415,0.393705632,0.261198767,-0.047136295,,-0.332707145,,2.360948943,,-23502.1,40.01,132.21,36.9,,,-0.143442896,-0.653324007,-0.099682073,0.431138609,
193,Competent Automobiles Co. Ltd.,Wholesale trading,49733,L34102DL1985PLC020668,1,0,0.049207881,0.012757613,0.019753724,0.068995406,1.723473398,0.928582225,-0.337164179,0.016701935,0.069678679,3.45,0.631747678,0.001827836,863.5,14.73,2.87,,,25.15,0.249487157,0.553321198,0.070728959,3.580537979,0.56
194,Continental Engines Pvt. Ltd.,Other automobile ancillaries,50744,U34300DL1996PTC081210,1,0,0.028191141,0.033264676,0.033367662,,,,,6.13121E-05,-0.345571576,0.46,,5.13057E-05,-671.1,129.82,111.5,53.86,12.91,13.68,,,,,
195,Continental Warehousing Corpn. (Nhava Seva) Ltd.,Storage & distribution,50770,U63090MH1997PLC108197,1,0,-0.008258872,-0.031083009,-0.031083009,0.013935533,1.50617185,,0.109525256,8.01539E-05,0.056906247,0.93,0.536657178,3.19652E-05,203.4,59.45,72.92,,,,0.014380961,0.249425539,-0.007855087,0.252713222,
